기간	자치구	행정동	구분	계	0~4세	5~9세	10~14세	15~19세	20~24세	25~29세	30~34세	35~39세	40~44세	45~49세	50~54세	55~59세	60~64세	65~69세	70~74세	75~79세	80~84세	85~89세	90~94세	95~99세	100세 이상
2019	노원구	공릉1동	한국인	38,323	1,067	1,292	1,236	1,688	3,312	3,407	2,700	3,011	2,668	2,980	2,943	3,019	3,056	2,149	1,489	1,159	665	321	111	36	14
2019	노원구	공릉1동	외국인	717	12	3	4	77	262	127	65	34	29	24	28	29	20	3	-	-	-	-	-	-	-
2019	은평구	소계	계	484,546	14,427	17,472	18,202	22,771	30,174	36,624	32,581	38,294	36,135	42,871	39,268	38,996	35,993	25,474	21,293	16,960	10,380	4,238	1,571	425	397
2019	은평구	소계	한국인	480,032	14,303	17,380	18,130	22,577	29,833	36,091	31,951	37,776	35,752	42,471	38,862	38,579	35,760	25,392	21,254	16,936	10,365	4,230	1,568	425	397
2019	은평구	소계	외국인	4,514	124	92	72	194	341	533	630	518	383	400	406	417	233	82	39	24	15	8	3	-	-
2019	은평구	녹번동	계	38,411	1,372	1,340	1,070	1,493	2,241	2,938	3,021	3,370	2,770	3,177	3,042	3,120	2,858	2,079	1,742	1,394	834	356	135	37	22
2019	은평구	녹번동	한국인	37,959	1,358	1,336	1,065	1,487	2,210	2,889	2,951	3,323	2,732	3,136	2,998	3,080	2,825	2,060	1,737	1,393	832	354	134	37	22
2019	은평구	녹번동	외국인	452	14	4	5	6	31	49	70	47	38	41	44	40	33	19	5	1	2	2	1	-	-
2019	은평구	불광1동	계	40,917	1,240	1,439	1,249	1,656	2,449	3,070	2,734	3,082	3,013	3,454	3,400	3,553	3,132	2,229	1,947	1,588	1,001	462	155	36	28
2019	은평구	불광1동	한국인	40,610	1,232	1,433	1,245	1,654	2,429	3,042	2,683	3,044	2,984	3,434	3,363	3,518	3,117	2,220	1,944	1,587	1,001	461	155	36	28
2019	은평구	불광1동	외국인	307	8	6	4	2	20	28	51	38	29	20	37	35	15	9	3	1	-	1	-	-	-
2019	은평구	갈현1동	계	24,536	533	630	725	1,149	1,722	2,164	1,709	1,718	1,559	2,148	2,047	2,159	1,997	1,382	1,228	877	489	181	89	16	14
2019	은평구	갈현1동	한국인	24,288	529	627	723	1,144	1,710	2,127	1,673	1,690	1,531	2,118	2,028	2,129	1,989	1,381	1,224	877	489	181	88	16	14
2019	은평구	갈현1동	외국인	248	4	3	2	5	12	37	36	28	28	30	19	30	8	1	4	-	-	-	1	-	-
2019	은평구	갈현2동	계	30,150	857	970	1,079	1,675	2,141	2,322	2,020	2,305	2,199	2,696	2,610	2,378	2,201	1,471	1,267	977	619	243	89	13	18
2019	은평구	갈현2동	한국인	29,771	847	964	1,061	1,579	2,129	2,286	1,986	2,282	2,172	2,676	2,571	2,343	2,186	1,469	1,265	976	617	242	89	13	18
2019	은평구	갈현2동	외국인	379	10	6	18	96	12	36	34	23	27	20	39	35	15	2	2	1	2	1	-	-	-
2019	은평구	구산동	계	33,804	936	1,162	1,270	1,742	2,223	2,386	1,939	2,488	2,281	3,076	2,911	2,910	2,653	1,868	1,562	1,154	773	294	118	39	19
2019	은평구	구산동	한국인	33,570	931	1,152	1,268	1,732	2,210	2,355	1,903	2,459	2,267	3,053	2,886	2,892	2,640	1,866	1,561	1,153	772	294	118	39	19
2019	은평구	구산동	외국인	234	5	10	2	10	13	31	36	29	14	23	25	18	13	2	1	1	1	-	-	-	-
2019	은평구	대조동	계	27,910	668	736	773	1,081	1,933	2,672	2,227	2,233	2,002	2,334	2,176	2,184	2,047	1,442	1,294	1,078	679	219	89	20	23
2019	은평구	대조동	한국인	27,522	657	723	771	1,081	1,895	2,621	2,167	2,193	1,973	2,303	2,137	2,146	2,024	1,434	1,292	1,076	678	219	89	20	23
2019	은평구	대조동	외국인	388	11	13	2	-	38	51	60	40	29	31	39	38	23	8	2	2	1	-	-	-	-
2019	은평구	응암1동	계	25,654	746	941	1,116	1,366	1,505	1,954	1,753	2,085	2,151	2,326	2,013	1,892	1,748	1,241	1,100	853	542	193	89	31	9
2019	은평구	응암1동	한국인	25,338	736	936	1,113	1,358	1,468	1,907	1,703	2,056	2,120	2,309	1,988	1,861	1,732	1,238	1,097	852	542	193	89	31	9
2019	은평구	응암1동	외국인	316	10	5	3	8	37	47	50	29	31	17	25	31	16	3	3	1	-	-	-	-	-
2019	은평구	응암2동	계	25,466	1,423	1,495	1,049	1,104	1,264	1,371	1,883	2,829	2,485	2,310	1,782	1,580	1,535	1,068	868	717	414	193	58	21	17
2019	은평구	응암2동	한국인	25,241	1,419	1,487	1,046	1,095	1,248	1,356	1,845	2,796	2,463	2,290	1,762	1,565	1,527	1,063	865	714	412	192	58	21	17
2019	은평구	응암2동	외국인	225	4	8	3	9	16	15	38	33	22	20	20	15	8	5	3	3	2	1	-	-	-
2019	은평구	신사1동	계	28,570	899	917	963	1,329	1,772	2,296	2,003	2,394	2,010	2,443	2,278	2,390	2,221	1,492	1,235	1,006	570	242	82	16	12
2019	은평구	신사1동	한국인	28,320	891	911	958	1,327	1,759	2,256	1,958	2,367	1,993	2,419	2,252	2,370	2,211	1,487	1,234	1,006	570	242	81	16	12
2019	은평구	신사1동	외국인	250	8	6	5	2	13	40	45	27	17	24	26	20	10	5	1	-	-	-	1	-	-
2019	은평구	신사2동	계	21,875	597	708	837	1,044	1,387	1,668	1,391	1,666	1,566	1,908	1,792	1,846	1,795	1,279	908	726	466	192	71	17	11
2019	은평구	신사2동	한국인	21,727	594	706	832	1,040	1,374	1,646	1,372	1,653	1,555	1,886	1,784	1,833	1,787	1,277	907	724	466	192	71	17	11
2019	은평구	신사2동	외국인	148	3	2	5	4	13	22	19	13	11	22	8	13	8	2	1	2	-	-	-	-	-
2019	은평구	증산동	계	16,172	380	475	582	767	996	1,165	1,050	1,155	1,075	1,371	1,338	1,430	1,409	956	781	650	358	148	59	18	9
2019	은평구	증산동	한국인	16,027	375	475	578	763	974	1,143	1,032	1,137	1,064	1,360	1,328	1,421	1,403	953	781	649	358	147	59	18	9
2019	은평구	증산동	외국인	145	5	-	4	4	22	22	18	18	11	11	10	9	6	3	-	1	-	1	-	-	-
2019	은평구	수색동	계	8,952	258	224	227	363	550	662	560	680	489	705	787	848	864	567	434	346	217	118	35	13	5
2019	은평구	수색동	한국인	8,878	256	222	223	360	544	658	551	667	486	702	781	844	857	563	432	346	216	117	35	13	5
2019	은평구	수색동	외국인	74	2	2	4	3	6	4	9	13	3	3	6	4	7	4	2	-	1	1	-	-	-
2019	은평구	진관동	계	58,006	1,872	3,388	4,077	3,426	3,330	3,868	3,313	4,175	5,248	5,927	4,426	3,851	3,515	2,445	1,908	1,461	960	424	181	54	157
2019	은평구	진관동	한국인	57,761	1,869	3,384	4,076	3,421	3,313	3,833	3,285	4,128	5,215	5,906	4,410	3,831	3,510	2,440	1,907	1,459	959	423	181	54	157
2019	은평구	진관동	외국인	245	3	4	1	5	17	35	28	47	33	21	16	20	5	5	1	2	1	1	-	-	-
2019	은평구	불광2동	계	29,552	665	689	764	1,263	1,894	2,471	2,096	2,126	1,870	2,478	2,527	2,652	2,443	1,775	1,451	1,254	717	283	98	23	13
2019	은평구	불광2동	한국인	29,249	654	685	762	1,261	1,879	2,432	2,059	2,095	1,843	2,445	2,497	2,611	2,424	1,769	1,449	1,252	715	283	98	23	13
2019	은평구	불광2동	외국인	303	11	4	2	2	15	39	37	31	27	33	30	41	19	6	2	2	2	-	-	-	-
2019	은평구	응암3동	계	26,081	531	618	696	1,149	1,639	2,055	1,639	1,853	1,665	2,252	2,130	2,306	2,125	1,595	1,407	1,211	770	296	97	29	18
2019	은평구	응암3동	한국인	25,700	519	609	687	1,122	1,586	2,021	1,600	1,816	1,630	2,213	2,101	2,273	2,111	1,591	1,402	1,209	770	296	97	29	18
2019	은평구	응암3동	외국인	381	12	9	9	27	53	34	39	37	35	39	29	33	14	4	5	2	-	-	-	-	-
2019	은평구	역촌동	계	48,490	1,450	1,740	1,725	2,164	3,128	3,562	3,243	4,135	3,752	4,266	4,009	3,897	3,450	2,585	2,161	1,668	971	394	126	42	22
2019	은평구	역촌동	한국인	48,071	1,436	1,730	1,722	2,153	3,105	3,519	3,183	4,070	3,724	4,221	3,976	3,862	3,417	2,581	2,157	1,663	968	394	126	42	22
2019	은평구	역촌동	외국인	419	14	10	3	11	23	43	60	65	28	45	33	35	33	4	4	5	3	-	-	-	-
2019	서대문구	소계	계	323,171	9,600	11,136	10,999	14,924	27,421	28,802	22,567	23,982	22,399	26,786	25,501	24,887	22,093	15,247	13,138	11,225	7,501	3,140	1,191	353	279
2019	서대문구	소계	한국인	309,397	9,450	10,945	10,806	13,809	22,419	26,415	21,409	23,272	21,863	26,233	25,040	24,364	21,727	15,065	13,018	11,172	7,459	3,120	1,185	349	277
2019	서대문구	소계	외국인	13,774	150	191	193	1,115	5,002	2,387	1,158	710	536	553	461	523	366	182	120	53	42	20	6	4	2
2019	서대문구	천연동	계	18,704	686	720	768	863	1,157	1,254	1,180	1,400	1,353	1,729	1,558	1,551	1,242	882	779	702	534	213	79	24	30
2019	서대문구	천연동	한국인	18,393	680	708	758	853	1,109	1,214	1,148	1,372	1,330	1,707	1,538	1,518	1,227	874	778	700	534	213	78	24	30
2019	서대문구	천연동	외국인	311	6	12	10	10	48	40	32	28	23	22	20	33	15	8	1	2	-	-	1	-	-
2019	서대문구	홍제1동	계	24,997	850	871	841	1,183	1,558	1,697	1,693	1,941	1,802	2,170	2,085	2,093	1,920	1,317	1,056	935	602	246	103	22	12
2019	서대문구	홍제1동	한국인	24,701	845	867	838	1,171	1,525	1,669	1,659	1,913	1,784	2,149	2,056	2,060	1,891	1,311	1,052	930	600	245	102	22	12
2019	서대문구	홍제1동	외국인	296	5	4	3	12	33	28	34	28	18	21	29	33	29	6	4	5	2	1	1	-	-
2019	서대문구	홍제3동	계	16,420	423	432	480	783	1,107	1,122	1,028	1,054	960	1,432	1,443	1,361	1,347	939	860	749	579	210	72	19	20
2019	서대문구	홍제3동	한국인	16,245	423	429	479	780	1,081	1,105	999	1,042	950	1,415	1,431	1,336	1,333	934	860	749	579	210	72	18	20
2019	서대문구	홍제3동	외국인	175	-	3	1	3	26	17	29	12	10	17	12	25	14	5	-	-	-	-	-	1	-
2019	서대문구	홍제2동	계	14,570	394	506	509	673	874	1,051	962	992	954	1,280	1,282	1,353	1,154	715	687	569	385	146	60	18	6
2019	서대문구	홍제2동	한국인	14,444	391	505	507	666	864	1,033	947	981	943	1,264	1,275	1,345	1,147	712	685	567	384	144	60	18	6
2019	서대문구	홍제2동	외국인	126	3	1	2	7	10	18	15	11	11	16	7	8	7	3	2	2	1	2	-	-	-
2019	서대문구	홍은1동	계	22,902	675	748	799	1,111	1,526	1,516	1,292	1,569	1,476	1,981	2,013	2,012	1,879	1,280	1,051	936	631	252	105	31	19
2019	서대문구	홍은1동	한국인	22,556	669	735	793	1,083	1,446	1,469	1,256	1,540	1,465	1,966	1,994	1,988	1,865	1,275	1,045	933	630	249	105	31	19
2019	서대문구	홍은1동	외국인	346	6	13	6	28	80	47	36	29	11	15	19	24	14	5	6	3	1	3	-	-	-
2019	서대문구	홍은2동	계	28,394	672	844	984	1,491	2,202	2,298	1,840	1,911	1,863	2,509	2,424	2,346	2,154	1,446	1,229	1,009	703	309	101	39	20
2019	서대문구	홍은2동	한국인	27,571	656	830	969	1,396	1,987	2,176	1,773	1,861	1,834	2,462	2,379	2,300	2,131	1,432	1,218	1,004	699	304	101	39	20
2019	서대문구	홍은2동	외국인	823	16	14	15	95	215	122	67	50	29	47	45	46	23	14	11	5	4	5	-	-	-
2019	서대문구	남가좌1동	계	16,918	898	1,384	823	680	846	961	974	1,758	1,738	1,476	1,192	1,081	940	696	551	431	292	129	39	13	16
2019	서대문구	남가좌1동	한국인	16,602	892	1,369	810	666	769	930	951	1,735	1,713	1,447	1,179	1,069	920	687	548	430	291	128	39	13	16
2019	서대문구	남가좌1동	외국인	316	6	15	13	14	77	31	23	23	25	29	13	12	20	9	3	1	1	1	-	-	-
2019	서대문구	남가좌2동	계	25,947	862	1,040	873	1,399	2,319	1,973	1,611	2,005	1,810	2,228	2,028	1,878	1,656	1,263	1,081	921	587	248	110	33	22
2019	서대문구	남가좌2동	한국인	24,939	857	1,035	864	1,229	1,872	1,844	1,558	1,969	1,790	2,197	1,998	1,842	1,636	1,258	1,075	917	586	247	110	33	22
2019	서대문구	남가좌2동	외국인	1,008	5	5	9	170	447	129	53	36	20	31	30	36	20	5	6	4	1	1	-	-	-
2019	서대문구	북가좌1동	계	19,160	760	834	1,063	953	1,085	1,174	1,215	1,448	1,674	1,797	1,546	1,498	1,252	856	756	614	393	154	61	16	11
2019	서대문구	북가좌1동	한국인	19,010	755	830	1,063	949	1,072	1,159	1,196	1,431	1,658	1,774	1,534	1,489	1,246	853	755	612	393	154	61	15	11
2019	서대문구	북가좌1동	외국인	150	5	4	-	4	13	15	19	17	16	23	12	9	6	3	1	2	-	-	-	1	-
2019	서대문구	북가좌2동	계	33,810	819	1,055	1,114	1,579	2,297	2,678	2,191	2,459	2,433	2,920	2,803	2,852	2,601	1,867	1,658	1,267	761	317	100	30	9
2019	서대문구	북가좌2동	한국인	33,436	812	1,053	1,110	1,558	2,248	2,634	2,141	2,415	2,405	2,897	2,775	2,827	2,573	1,855	1,651	1,267	760	317	100	29	9
2019	서대문구	북가좌2동	외국인	374	7	2	4	21	49	44	50	44	28	23	28	25	28	12	7	-	1	-	-	1	-
2019	서대문구	충현동	계	18,113	355	459	510	753	1,300	1,684	1,358	1,305	1,220	1,444	1,574	1,556	1,459	910	757	635	442	230	88	41	33
2019	서대문구	충현동	한국인	17,649	345	450	504	738	1,207	1,634	1,294	1,250	1,173	1,418	1,543	1,523	1,443	903	756	635	442	229	88	41	33
2019	서대문구	충현동	외국인	464	10	9	6	15	93	50	64	55	47	26	31	33	16	7	1	-	-	1	-	-	-
2019	서대문구	북아현동	계	17,525	798	760	520	645	1,205	1,379	1,505	1,636	1,398	1,431	1,502	1,411	1,067	680	545	499	313	135	55	15	26
2019	서대문구	북아현동	한국인	17,094	780	741	512	636	1,135	1,329	1,458	1,604	1,365	1,398	1,467	1,369	1,048	672	539	499	312	135	54	15	26
2019	서대문구	북아현동	외국인	431	18	19	8	9	70	50	47	32	33	33	35	42	19	8	6	-	1	-	1	-	-
2019	서대문구	신촌동	계	24,372	544	344	395	1,109	5,929	5,056	2,354	1,368	1,023	1,113	1,109	1,006	799	609	551	484	343	126	66	18	26
2019	서대문구	신촌동	한국인	18,703	528	332	389	571	2,915	3,758	1,966	1,245	945	1,055	1,067	965	779	593	538	482	341	125	66	18	25
2019	서대문구	신촌동	외국인	5,669	16	12	6	538	3,014	1,298	388	123	78	58	42	41	20	16	13	2	2	1	-	-	1
2019	서대문구	연희동	계	41,339	864	1,139	1,320	1,702	4,016	4,959	3,364	3,136	2,695	3,276	2,942	2,889	2,623	1,787	1,577	1,474	936	425	152	34	29
2019	서대문구	연희동	한국인	38,054	817	1,061	1,210	1,513	3,189	4,461	3,063	2,914	2,508	3,084	2,804	2,733	2,488	1,706	1,518	1,447	908	420	149	33	28
2019	서대문구	연희동	외국인	3,285	47	78	110	189	827	498	301	222	187	192	138	156	135	81	59	27	28	5	3	1	1
2019	마포구	소계	계	385,925	13,043	13,901	14,057	16,522	28,822	37,358	33,436	34,386	30,302	33,402	28,716	26,604	22,947	15,590	13,268	11,188	7,236	3,289	1,182	356	320
2019	마포구	소계	한국인	374,035	12,847	13,713	13,897	15,830	25,533	35,202	32,201	33,445	29,630	32,838	28,143	26,027	22,625	15,419	13,193	11,147	7,217	3,278	1,178	354	318
2019	마포구	소계	외국인	11,890	196	188	160	692	3,289	2,156	1,235	941	672	564	573	577	322	171	75	41	19	11	4	2	2
2019	마포구	용강동	계	22,441	954	1,385	1,200	827	1,036	1,452	1,730	2,197	2,284	2,196	1,589	1,505	1,247	843	691	607	405	211	55	18	9
2019	마포구	용강동	한국인	21,920	944	1,366	1,190	816	1,003	1,394	1,645	2,126	2,237	2,152	1,539	1,460	1,230	836	683	603	403	211	55	18	9
2019	마포구	용강동	외국인	521	10	19	10	11	33	58	85	71	47	44	50	45	17	7	8	4	2	-	-	-	-
2019	마포구	대흥동	계	13,575	199	248	310	532	2,266	1,949	1,105	912	804	960	839	835	745	545	401	440	264	126	47	25	23
2019	마포구	대흥동	한국인	11,548	184	239	304	385	1,285	1,537	952	841	761	922	796	771	720	534	399	437	262	125	47	25	22
2019	마포구	대흥동	외국인	2,027	15	9	6	147	981	412	153	71	43	38	43	64	25	11	2	3	2	1	-	-	1
2019	마포구	염리동	계	13,486	469	532	598	605	1,185	1,320	969	1,147	1,072	1,213	1,017	886	681	488	453	421	256	118	28	17	11
2019	마포구	염리동	한국인	12,495	459	519	584	583	861	995	876	1,099	1,049	1,189	984	847	670	480	451	419	256	118	28	17	11
2019	마포구	염리동	외국인	991	10	13	14	22	324	325	93	48	23	24	33	39	11	8	2	2	-	-	-	-	-
2019	마포구	신수동	계	23,877	941	849	911	1,120	1,877	1,933	1,832	2,098	1,849	2,222	1,869	1,703	1,457	928	827	691	447	201	81	24	17
2019	마포구	신수동	한국인	23,353	934	846	904	1,085	1,705	1,834	1,777	2,061	1,819	2,205	1,851	1,681	1,443	924	824	690	447	201	81	24	17
2019	마포구	신수동	외국인	524	7	3	7	35	172	99	55	37	30	17	18	22	14	4	3	1	-	-	-	-	-
2019	마포구	서교동	계	25,997	513	484	552	967	2,741	3,640	2,951	2,444	1,910	1,976	1,684	1,465	1,327	906	858	703	496	237	101	19	23
2019	마포구	서교동	한국인	24,152	495	475	535	791	2,001	3,272	2,782	2,334	1,855	1,922	1,632	1,430	1,299	898	857	700	495	236	101	19	23
2019	마포구	서교동	외국인	1,845	18	9	17	176	740	368	169	110	55	54	52	35	28	8	1	3	1	1	-	-	-
2019	마포구	합정동	계	19,153	853	468	440	648	1,410	2,380	2,105	1,866	1,433	1,296	1,234	1,270	1,136	798	675	553	343	149	68	10	18
2019	마포구	합정동	한국인	18,721	847	464	440	610	1,325	2,298	2,044	1,823	1,406	1,278	1,205	1,248	1,129	792	672	553	342	149	68	10	18
2019	마포구	합정동	외국인	432	6	4	-	38	85	82	61	43	27	18	29	22	7	6	3	-	1	-	-	-	-
2019	마포구	망원1동	계	21,856	608	597	641	822	1,450	2,198	2,078	2,128	1,655	1,815	1,626	1,571	1,357	1,000	915	711	421	184	58	16	5
2019	마포구	망원1동	한국인	21,477	600	593	638	819	1,420	2,140	2,007	2,075	1,632	1,791	1,592	1,532	1,339	992	914	710	421	183	58	16	5
2019	마포구	망원1동	외국인	379	8	4	3	3	30	58	71	53	23	24	34	39	18	8	1	1	-	1	-	-	-
2019	마포구	망원2동	계	19,386	599	738	773	940	1,194	1,627	1,482	1,663	1,588	1,819	1,509	1,295	1,269	895	775	626	366	148	50	14	16
2019	마포구	망원2동	한국인	19,182	598	733	770	936	1,172	1,602	1,460	1,646	1,569	1,797	1,491	1,268	1,256	893	774	624	366	148	49	14	16
2019	마포구	망원2동	외국인	204	1	5	3	4	22	25	22	17	19	22	18	27	13	2	1	2	-	-	1	-	-
2019	마포구	연남동	계	16,953	411	360	349	570	1,302	2,187	1,870	1,613	1,279	1,272	1,114	1,071	1,093	695	614	544	332	171	59	29	18
2019	마포구	연남동	한국인	15,849	395	347	332	517	1,092	2,014	1,759	1,532	1,196	1,209	1,061	1,007	1,021	650	594	528	329	164	57	27	18
2019	마포구	연남동	외국인	1,104	16	13	17	53	210	173	111	81	83	63	53	64	72	45	20	16	3	7	2	2	-
2019	마포구	성산1동	계	20,164	481	626	698	868	1,380	1,916	1,755	1,873	1,636	1,909	1,557	1,383	1,201	916	728	651	376	136	41	17	16
2019	마포구	성산1동	한국인	19,769	479	619	695	855	1,316	1,844	1,705	1,832	1,605	1,881	1,532	1,355	1,188	910	723	647	373	136	41	17	16
2019	마포구	성산1동	외국인	395	2	7	3	13	64	72	50	41	31	28	25	28	13	6	5	4	3	-	-	-	-
2019	마포구	성산2동	계	41,531	1,297	1,562	1,707	2,040	2,925	3,955	3,606	3,446	3,250	3,728	3,098	2,655	2,373	1,752	1,571	1,314	723	348	133	33	15
2019	마포구	성산2동	한국인	41,236	1,294	1,556	1,704	2,035	2,869	3,881	3,557	3,424	3,232	3,715	3,083	2,643	2,362	1,747	1,569	1,313	723	348	133	33	15
2019	마포구	성산2동	외국인	295	3	6	3	5	56	74	49	22	18	13	15	12	11	5	2	1	-	-	-	-	-
2019	마포구	상암동	계	32,882	1,091	1,875	2,435	2,067	2,044	2,348	1,865	2,480	3,089	3,611	2,544	1,928	1,734	1,162	964	758	514	254	86	16	17
2019	마포구	상암동	한국인	32,225	1,054	1,823	2,386	2,043	2,014	2,302	1,807	2,390	2,991	3,546	2,501	1,901	1,711	1,150	961	758	514	254	86	16	17
2019	마포구	상암동	외국인	657	37	52	49	24	30	46	58	90	98	65	43	27	23	12	3	-	-	-	-	-	-
2019	마포구	도화동	계	22,594	813	823	804	917	1,307	1,828	1,948	1,915	1,581	1,863	1,764	1,825	1,604	1,036	874	712	536	275	111	32	26
2019	마포구	도화동	한국인	22,311	804	822	802	912	1,287	1,788	1,918	1,888	1,549	1,832	1,739	1,796	1,589	1,027	868	711	535	275	111	32	26
2019	마포구	도화동	외국인	283	9	1	2	5	20	40	30	27	32	31	25	29	15	9	6	1	1	-	-	-	-
2019	마포구	서강동	계	26,163	957	1,056	812	1,156	2,540	2,775	2,090	2,341	2,049	2,168	1,910	1,814	1,427	936	748	632	437	209	67	23	16
2019	마포구	서강동	한국인	25,165	950	1,050	810	1,020	2,090	2,590	2,019	2,298	2,022	2,144	1,896	1,799	1,417	931	747	631	437	209	67	23	15
2019	마포구	서강동	외국인	998	7	6	2	136	450	185	71	43	27	24	14	15	10	5	1	1	-	-	-	-	1
2019	마포구	공덕동	계	40,509	1,298	1,155	1,046	1,594	2,776	4,021	3,596	3,343	2,725	3,398	3,437	3,472	2,728	1,750	1,517	1,228	893	331	120	41	40
2019	마포구	공덕동	한국인	39,776	1,274	1,133	1,031	1,588	2,733	3,958	3,507	3,231	2,656	3,341	3,352	3,388	2,694	1,732	1,508	1,228	892	330	119	41	40
2019	마포구	공덕동	외국인	733	24	22	15	6	43	63	89	112	69	57	85	84	34	18	9	-	1	1	1	-	-
2019	마포구	아현동	계	25,358	1,559	1,143	781	849	1,389	1,829	2,454	2,920	2,098	1,956	1,925	1,926	1,568	940	657	597	427	191	77	22	50
2019	마포구	아현동	한국인	24,856	1,536	1,128	772	835	1,360	1,753	2,386	2,845	2,051	1,914	1,889	1,901	1,557	923	649	595	422	191	77	22	50
2019	마포구	아현동	외국인	502	23	15	9	14	29	76	68	75	47	42	36	25	11	17	8	2	5	-	-	-	-
2019	양천구	소계	계	462,285	13,264	20,089	24,455	28,256	30,629	31,055	27,423	33,361	36,357	45,111	40,721	37,702	32,598	22,157	15,956	11,171	6,846	3,381	1,240	342	171
2019	양천구	소계	한국인	458,165	13,156	20,000	24,390	28,193	30,337	30,627	26,893	32,942	35,968	44,692	40,217	37,207	32,396	22,095	15,926	11,161	6,839	3,375	1,240	341	170
2019	양천구	소계	외국인	4,120	108	89	65	63	292	428	530	419	389	419	504	495	202	62	30	10	7	6	-	1	1
2019	양천구	목1동	계	32,173	941	2,100	2,691	2,551	2,011	1,601	1,445	2,136	3,128	3,989	2,843	2,156	1,674	1,089	760	521	294	157	62	18	6
2019	양천구	목1동	한국인	31,940	936	2,095	2,689	2,544	1,967	1,567	1,406	2,101	3,115	3,975	2,830	2,146	1,672	1,083	756	521	294	157	62	18	6
2019	양천구	목1동	외국인	233	5	5	2	7	44	34	39	35	13	14	13	10	2	6	4	-	-	-	-	-	-
2019	양천구	목2동	계	31,477	967	953	1,181	1,591	2,187	2,985	2,855	2,778	2,206	2,577	2,513	2,614	2,276	1,394	975	664	433	216	81	20	11
2019	양천구	목2동	한국인	31,191	961	948	1,177	1,587	2,158	2,949	2,817	2,739	2,183	2,558	2,476	2,588	2,266	1,391	971	663	432	215	81	20	11
2019	양천구	목2동	외국인	286	6	5	4	4	29	36	38	39	23	19	37	26	10	3	4	1	1	1	-	-	-
2019	양천구	목3동	계	23,095	844	635	616	1,031	1,551	2,178	2,118	2,104	1,574	1,804	1,897	1,935	1,758	1,102	777	531	364	188	56	17	15
2019	양천구	목3동	한국인	22,904	839	630	611	1,028	1,539	2,160	2,087	2,083	1,554	1,787	1,881	1,914	1,752	1,095	775	530	363	188	56	17	15
2019	양천구	목3동	외국인	191	5	5	5	3	12	18	31	21	20	17	16	21	6	7	2	1	1	-	-	-	-
2019	양천구	목4동	계	26,909	581	990	1,516	2,127	2,326	1,899	1,478	1,606	1,940	3,001	2,746	2,130	1,536	1,028	840	573	343	180	47	15	7
2019	양천구	목4동	한국인	26,669	577	981	1,508	2,125	2,312	1,868	1,441	1,584	1,915	2,974	2,719	2,110	1,528	1,026	838	571	343	180	47	15	7
2019	양천구	목4동	외국인	240	4	9	8	2	14	31	37	22	25	27	27	20	8	2	2	2	-	-	-	-	-
2019	양천구	신월1동	계	21,773	529	641	623	823	1,295	1,499	1,376	1,602	1,531	1,865	1,951	2,196	2,066	1,404	1,029	710	393	149	63	17	11
2019	양천구	신월1동	한국인	21,430	514	631	621	820	1,286	1,471	1,336	1,559	1,498	1,832	1,906	2,147	2,042	1,398	1,028	709	393	148	63	17	11
2019	양천구	신월1동	외국인	343	15	10	2	3	9	28	40	43	33	33	45	49	24	6	1	1	-	1	-	-	-
2019	양천구	신월2동	계	22,126	790	871	886	983	1,288	1,449	1,447	1,869	1,729	1,744	1,692	1,838	1,968	1,355	991	622	342	177	63	15	7
2019	양천구	신월2동	한국인	21,931	783	864	884	983	1,281	1,429	1,428	1,845	1,708	1,712	1,676	1,814	1,955	1,354	989	622	342	177	63	15	7
2019	양천구	신월2동	외국인	195	7	7	2	-	7	20	19	24	21	32	16	24	13	1	2	-	-	-	-	-	-
2019	양천구	신월3동	계	16,719	479	553	517	749	947	1,268	1,093	1,147	1,115	1,373	1,576	1,613	1,470	1,012	751	555	311	125	43	10	12
2019	양천구	신월3동	한국인	16,475	468	548	513	746	936	1,250	1,059	1,122	1,093	1,341	1,551	1,584	1,452	1,008	750	555	310	124	43	10	12
2019	양천구	신월3동	외국인	244	11	5	4	3	11	18	34	25	22	32	25	29	18	4	1	-	1	1	-	-	-
2019	양천구	신월4동	계	19,026	709	1,002	838	897	1,139	1,093	1,050	1,672	1,573	1,575	1,468	1,560	1,508	1,103	772	546	289	170	41	12	9
2019	양천구	신월4동	한국인	18,932	709	1,001	837	896	1,131	1,085	1,034	1,660	1,563	1,564	1,459	1,549	1,503	1,102	772	546	289	170	41	12	9
2019	양천구	신월4동	외국인	94	-	1	1	1	8	8	16	12	10	11	9	11	5	1	-	-	-	-	-	-	-
2019	양천구	신월5동	계	15,570	493	609	652	752	959	1,224	1,112	1,221	1,181	1,248	1,314	1,387	1,199	783	617	427	228	113	29	15	7
2019	양천구	신월5동	한국인	15,408	486	605	649	749	952	1,215	1,089	1,209	1,160	1,237	1,292	1,360	1,191	780	616	427	227	113	29	15	7
2019	양천구	신월5동	외국인	162	7	4	3	3	7	9	23	12	21	11	22	27	8	3	1	-	1	-	-	-	-
2019	양천구	신월6동	계	6,615	173	230	321	394	422	400	361	413	474	589	556	603	572	423	271	216	117	46	18	5	11
2019	양천구	신월6동	한국인	6,573	172	229	319	394	418	396	357	412	469	586	544	601	569	423	271	216	117	46	18	5	11
2019	양천구	신월6동	외국인	42	1	1	2	-	4	4	4	1	5	3	12	2	3	-	-	-	-	-	-	-	-
